   301,   6.042,      8721  
   302,   6.045,      8539  
   303,   6.048,      8976  
   304,   6.051,      9122  
   305,   6.054,      8997  
   306,   6.058,      9256  
   307,   6.061,      9749  
   308,   6.064,      9701  
   309,   6.067,      9179  
   310,   6.070,      9949  
   311,   6.073,      9010  
   312,   6.077,     10931  
   313,   6.080,      9004  
   314,   6.083,     10790  
   315,   6.086,      9225  
   316,   6.089,      9839  
   317,   6.092,      8672  
   318,   6.096,      8887  
   319,   6.099,      8939  
   320,   6.102,      9615  
   321,   6.105,      9169  
   322,   6.108,      8731  
   323,   6.111,      8552  
   324,   6.115,      8918  
   325,   6.118,     11158  
   326,   6.121,      9552  
   327,   6.124,      9583  
   328,   6.127,      9013  
   329,   6.131,      9297  
   330,   6.134,      9378  
   331,   6.137,      8809  
   332,   6.140,     10211  
   333,   6.143,      8907  
   334,   6.146,     10261  
   335,   6.150,      9157  
   336,   6.153,      9449  
   337,   6.156,      7691  
   338,   6.159,      8797  
   339,   6.162,      9394  
   340,   6.165,      8860  
   341,   6.169,      8984  
   342,   6.172,      8765  
   343,   6.175,      9849  
   344,   6.178,      9328  
   345,   6.181,      8937  
   346,   6.184,      9795  
   347,   6.188,      8705  
   348,   6.191,      9183  
   349,   6.194,      9680  
   350,   6.197,      8948  
   351,   6.200,      9694  
   352,   6.203,      8570  
   353,   6.207,      8872  
   354,   6.210,      9480  
   355,   6.213,      9355  
   356,   6.216,      9305  
   357,   6.219,      9598  
   358,   6.223,      8328  
   359,   6.226,      9707  
   360,   6.229,      9226  
   361,   6.232,     10331  
   362,   6.235,      9000  
   363,   6.238,      9082  
   364,   6.242,      9428  
   365,   6.245,      8596  
   366,   6.248,      9339  
   367,   6.251,      9055  
   368,   6.254,      8186  
   369,   6.257,      9161  
   370,   6.261,      9557  
   371,   6.264,      9395  
   372,   6.267,      9520  
   373,   6.270,      8835  
   374,   6.273,      8784  
   375,   6.276,      9782  
   376,   6.280,      9350  
   377,   6.283,      9537  
   378,   6.286,      9814  
   379,   6.289,      8974  
   380,   6.292,      8719  
   381,   6.295,      8938  
   382,   6.299,      9569  
   383,   6.302,      9148  
   384,   6.305,      8987  
   385,   6.308,      9370  
   386,   6.311,      9188  
   387,   6.315,      8638  
   388,   6.318,     10628  
   389,   6.321,      9066  
   390,   6.324,     10267  
   391,   6.327,     10338  
   392,   6.330,      9381  
   393,   6.334,      8880  
   394,   6.337,      9237  
   395,   6.340,      8701  
   396,   6.343,      9483  
   397,   6.346,      9002  
   398,   6.349,     10243  
   399,   6.353,      9386  
   400,   6.356,     10071  
   401,   6.359,      9997  
   402,   6.362,      9498  
   403,   6.365,      9575  
   404,   6.368,     10345  
   405,   6.372,      9744  
   406,   6.375,      8894  
   407,   6.378,      9466  
   408,   6.381,      9058  
   409,   6.384,      9047  
   410,   6.388,      9786  
   411,   6.391,      9893  
   412,   6.394,      8691  
   413,   6.397,      9746  
   414,   6.400,     10410  
   415,   6.403,      9394  
   416,   6.407,     10374  
   417,   6.410,     10070  
   418,   6.413,      7929  
   419,   6.416,      9836  
   420,   6.419,      8488  
   421,   6.422,      9548  
   422,   6.426,      9199  
   423,   6.429,      9246  
   424,   6.432,      8877  
   425,   6.435,      8686  
   426,   6.438,     10027  
   427,   6.441,      8928  
   428,   6.445,      8752  
   429,   6.448,      9629  
   430,   6.451,      9273  
   431,   6.454,      9530  
   432,   6.457,      9415  
   433,   6.460,      8355  
   434,   6.464,     10566  
   435,   6.467,      9109  
   436,   6.470,      9272  
   437,   6.473,      9652  
   438,   6.476,      8846  
   439,   6.480,      9940  
   440,   6.483,      9694  
   441,   6.486,      9231  
   442,   6.489,     10797  
   443,   6.492,      9242  
   444,   6.495,      8916  
   445,   6.499,      9407  
   446,   6.502,      8870  
   447,   6.505,      8520  
   448,   6.508,      9185  
   449,   6.511,      9414  
   450,   6.514,      8916  
   451,   6.518,      8817  
   452,   6.521,     10424  
   453,   6.524,      8320  
   454,   6.527,      9068  
   455,   6.530,      9449  
   456,   6.533,      9779  
   457,   6.537,      8899  
   458,   6.540,      8996  
   459,   6.543,      9734  
   460,   6.546,      9410  
   461,   6.549,      8697  
   462,   6.552,      9969  
   463,   6.556,      8380  
   464,   6.559,      9538  
   465,   6.562,     10642  
   466,   6.565,      8255  
   467,   6.568,      9194  
   468,   6.572,     10776  
   469,   6.575,      9454  
   470,   6.578,      9477  
   471,   6.581,      9314  
   472,   6.584,      9632  
   473,   6.587,      8837  
   474,   6.591,      8597  
   475,   6.594,      9623  
   476,   6.597,      9756  
   477,   6.600,      8175  
   478,   6.603,      8385  
   479,   6.606,     10671  
   480,   6.610,      9272  
   481,   6.613,      9913  
   482,   6.616,     10062  
   483,   6.619,      9143  
   484,   6.622,      9090  
   485,   6.625,     10273  
   486,   6.629,      8744  
   487,   6.632,      7895  
   488,   6.635,      8954  
   489,   6.638,      9271  
   490,   6.641,      8743  
   491,   6.644,      9531  
   492,   6.648,      9526  
   493,   6.651,      8649  
   494,   6.654,      9695  
   495,   6.657,      9427  
   496,   6.660,      8719  
   497,   6.664,      9035  
   498,   6.667,      9280  
   499,   6.670,      9482  
   500,   6.673,     10662  
   501,   6.676,      8958  
   502,   6.679,      8076  
   503,   6.683,      8318  
   504,   6.686,      9814  
   505,   6.689,      7904  
   506,   6.692,      8865  
   507,   6.695,      8686  
   508,   6.698,      9054  
   509,   6.702,      8971  
   510,   6.705,      9996  
   511,   6.708,      8852  
   512,   6.711,      8509  
   513,   6.714,     10766  
   514,   6.717,      9002  
   515,   6.721,      8890  
   516,   6.724,      8338  
   517,   6.727,      8876  
   518,   6.730,     10152  
   519,   6.733,      8261  
   520,   6.736,      8691  
   521,   6.740,      9929  
   522,   6.743,      8994  
   523,   6.746,      9913  
   524,   6.749,      9396  
   525,   6.752,      9907  
   526,   6.756,     10687  
   527,   6.759,      9269  
   528,   6.762,      9853  
   529,   6.765,      8051  
   530,   6.768,      8297  
   531,   6.771,      8314  
   532,   6.775,      8965  
   533,   6.778,      8672  
   534,   6.781,     10215  
   535,   6.784,      8741  
   536,   6.787,      9328  
   537,   6.790,      8533  
   538,   6.794,      8956  
   539,   6.797,      9498  
   540,   6.800,      9381  
   541,   6.803,      9314  
   542,   6.806,      8715  
   543,   6.809,      8996  
   544,   6.813,      9582  
   545,   6.816,      9017  
   546,   6.819,      8783  
   547,   6.822,      7964  
   548,   6.825,      9387  
   549,   6.828,      8667  
   550,   6.832,      9284  
   551,   6.835,     10013  
   552,   6.838,      9557  
   553,   6.841,      9816  
   554,   6.844,      9481  
   555,   6.848,      8706  
   556,   6.851,      9440  
   557,   6.854,      9672  
   558,   6.857,      8547  
   559,   6.860,      9417  
   560,   6.863,      9998  
   561,   6.867,      8573  
   562,   6.870,      8533  
   563,   6.873,      9045  
   564,   6.876,      9575  
   565,   6.879,      9269  
   566,   6.882,      8685  
   567,   6.886,      9492  
   568,   6.889,      9136  
   569,   6.892,      9293  
   570,   6.895,      7849  
   571,   6.898,      9567  
   572,   6.901,      9409  
   573,   6.905,      9184  
   574,   6.908,      8512  
   575,   6.911,      8646  
   576,   6.914,      8258  
   577,   6.917,      8956  
   578,   6.921,      8738  
   579,   6.924,      9367  
   580,   6.927,      8678  
   581,   6.930,      8460  
   582,   6.933,      8043  
   583,   6.936,      8814  
   584,   6.940,      8948  
   585,   6.943,      9094  
   586,   6.946,      8706  
   587,   6.949,      9959  
   588,   6.952,      9580  
   589,   6.955,      8587  
   590,   6.959,      9707  
   591,   6.962,      8379  
   592,   6.965,      9201  
   593,   6.968,      9115  
   594,   6.971,      9010  
   595,   6.974,      9406  
   596,   6.978,      9092  
   597,   6.981,      9431  
   598,   6.984,      9759  
   599,   6.987,      9401  
   600,   6.990,      9009  
   601,   6.993,      9680  
   602,   6.997,      8661  
   603,   7.000,      8787  
   604,   7.003,      9024  
   605,   7.006,     10484  
   606,   7.009,      9015  
   607,   7.013,      9510  
   608,   7.016,     11168  
   609,   7.019,      9204  
   610,   7.022,      9470  
   611,   7.025,      8860  
   612,   7.028,      8507  
   613,   7.032,      8420  
   614,   7.035,      8931  
   615,   7.038,      8142  
   616,   7.041,      8967  
   617,   7.044,      9769  
   618,   7.047,      9531  
   619,   7.051,      8485  
   620,   7.054,      9408  
   621,   7.057,      9521  
   622,   7.060,     10003  
   623,   7.063,      7906  
   624,   7.066,      8501  
   625,   7.070,      9168  
   626,   7.073,      8317  
   627,   7.076,      8611  
   628,   7.079,      9378  
   629,   7.082,      9467  
   630,   7.085,      9593  
   631,   7.089,     10193  
   632,   7.092,      9349  
   633,   7.095,      9881  
   634,   7.098,      8945  
   635,   7.101,      9239  
   636,   7.105,      9457  
   637,   7.108,      9403  
   638,   7.111,     10011  
   639,   7.114,      9401  
   640,   7.117,      8177  
   641,   7.120,      7551  
   642,   7.124,      7982  
   643,   7.127,      9636  
   644,   7.130,      9072  
   645,   7.133,      9422  
   646,   7.136,      8800  
   647,   7.139,      9020  
   648,   7.143,      8852  
   649,   7.146,      8476  
   650,   7.149,      8595  
   651,   7.152,      8014  
   652,   7.155,      9289  
   653,   7.158,     10689  
   654,   7.162,      9747  
   655,   7.165,      9051  
   656,   7.168,      8167  
   657,   7.171,      8319  
   658,   7.174,      8619  
   659,   7.177,      9177  
   660,   7.181,      8606  
   661,   7.184,      8766  
   662,   7.187,      8985  
   663,   7.190,      8442  
   664,   7.193,      8856  
   665,   7.197,      8743  
   666,   7.200,      8624  
   667,   7.203,      8667  
   668,   7.206,      8537  
   669,   7.209,      9440  
   670,   7.212,      7838  
   671,   7.216,      8804  
   672,   7.219,      9721  
   673,   7.222,     10036  
   674,   7.225,      8828  
   675,   7.228,      9109  
   676,   7.231,      9027  
   677,   7.235,      9189  
   678,   7.238,      8383  
   679,   7.241,      9455  
   680,   7.244,      9452  
   681,   7.247,      9860  
   682,   7.250,      8106  
   683,   7.254,      8559  
   684,   7.257,      8994  
   685,   7.260,      9450  
   686,   7.263,      9598  
   687,   7.266,      9189  
   688,   7.269,      8765  
   689,   7.273,      8794  
   690,   7.276,      9950  
   691,   7.279,      8992  
   692,   7.282,      9400  
   693,   7.285,      8913  
   694,   7.289,      9493  
   695,   7.292,      9461  
   696,   7.295,      7905  
   697,   7.298,      8754  
   698,   7.301,      9337  
   699,   7.304,      9441  
   700,   7.308,      8549  
   701,   7.311,      8892  
   702,   7.314,      9543  
   703,   7.317,      9379  
   704,   7.320,      8905  
   705,   7.323,      8505  
   706,   7.327,      8431  
   707,   7.330,      9153  
   708,   7.333,      8400  
   709,   7.336,      9311  
   710,   7.339,      9259  
   711,   7.342,     10466  
   712,   7.346,      9761  
   713,   7.349,      8124  
   714,   7.352,     10015  
   715,   7.355,      8802  
   716,   7.358,      9359  
   717,   7.362,      8881  
   718,   7.365,      9146  
   719,   7.368,      9426  
   720,   7.371,      8311  
   721,   7.374,     10173  
   722,   7.377,      8638  
   723,   7.381,      8872  
   724,   7.384,      9360  
   725,   7.387,      9774  
   726,   7.390,      9720  
   727,   7.393,      8218  
   728,   7.396,      9885  
   729,   7.400,      9195  
   730,   7.403,      8927  
   731,   7.406,      8352  
   732,   7.409,      9479  
   733,   7.412,      8705  
   734,   7.415,      8529  
   735,   7.419,      8534  
   736,   7.422,      8297  
   737,   7.425,      7842  
   738,   7.428,      8995  
   739,   7.431,      8816  
   740,   7.434,      9135  
   741,   7.438,      8841  
   742,   7.441,      8069  
   743,   7.444,      9257  
   744,   7.447,      9977  
   745,   7.450,      9844  
   746,   7.454,      9009  
   747,   7.457,      9008  
   748,   7.460,      9789  
   749,   7.463,      8454  
   750,   7.466,      8405  
   751,   7.469,      9272  
   752,   7.473,      8706  
   753,   7.476,      8883  
   754,   7.479,      8961  
   755,   7.482,      8481  
   756,   7.485,     10081  
   757,   7.488,      8952  
   758,   7.492,      8671  
   759,   7.495,      8224  
   760,   7.498,      8193  
   761,   7.501,      9261  
   762,   7.504,      8704  
   763,   7.507,      9325  
   764,   7.511,      8799  
   765,   7.514,      7922  
   766,   7.517,      9006  
   767,   7.520,      8846  
   768,   7.523,      8344  
   769,   7.526,      8199  
   770,   7.530,      8800  
   771,   7.533,      8805  
   772,   7.536,      9361  
   773,   7.539,     10321  
   774,   7.542,     10645  
   775,   7.546,      8423  
   776,   7.549,      8584  
   777,   7.552,      9310  
   778,   7.555,      9431  
   779,   7.558,      8428  
   780,   7.561,      8800  
   781,   7.565,     10855  
   782,   7.568,      9489  
   783,   7.571,      9030  
   784,   7.574,      7900  
   785,   7.577,      8131  
   786,   7.580,      8263  
   787,   7.584,      8479  
   788,   7.587,      9309  
   789,   7.590,      8661  
   790,   7.593,      8552  
   791,   7.596,      8503  
   792,   7.599,      8876  
   793,   7.603,      9718  
   794,   7.606,      9347  
   795,   7.609,      9057  
   796,   7.612,      9295  
   797,   7.615,      9127  
   798,   7.618,      8784  
   799,   7.622,      8401  
   800,   7.625,      8743  
   801,   7.628,      9893  
   802,   7.631,      7896  
   803,   7.634,      8532  
   804,   7.638,      9160  
   805,   7.641,      9204  
   806,   7.644,      9258  
   807,   7.647,      8421  
   808,   7.650,      9947  
   809,   7.653,      8041  
   810,   7.657,      8890  
   811,   7.660,      8868  
   812,   7.663,      9327  
   813,   7.666,      9361  
   814,   7.669,      9602  
   815,   7.672,      9417  
   816,   7.676,      9017  
   817,   7.679,      9825  
   818,   7.682,      8807  
   819,   7.685,      8615  
   820,   7.688,      8393  
   821,   7.691,      7713  
   822,   7.695,      8521  
   823,   7.698,      9168  
   824,   7.701,      8241  
   825,   7.704,      9457  
   826,   7.707,      8289  
   827,   7.710,      9045  
   828,   7.714,      8917  
   829,   7.717,      8665  
   830,   7.720,      8756  
   831,   7.723,      9231  
   832,   7.726,      8605  
   833,   7.730,      9149  
   834,   7.733,      8812  
   835,   7.736,      9352  
   836,   7.739,      8298  
   837,   7.742,      8874  
   838,   7.745,      9927  
   839,   7.749,      8426  
   840,   7.752,      9927  
   841,   7.755,      8836  
   842,   7.758,      9818  
   843,   7.761,      9280  
   844,   7.764,      8414  
   845,   7.768,      8589  
   846,   7.771,     10181  
   847,   7.774,      8034  
   848,   7.777,      8842  
   849,   7.780,      8539  
   850,   7.783,      8738  
   851,   7.787,      8601  
   852,   7.790,      8854  
   853,   7.793,      8992  
   854,   7.796,      9232  
   855,   7.799,      8328  
   856,   7.802,      9568  
   857,   7.806,      9160  
   858,   7.809,      9263  
   859,   7.812,      8949  
   860,   7.815,      8180  
   861,   7.818,      9246  
   862,   7.822,      8742  
   863,   7.825,      9963  
   864,   7.828,      9606  
   865,   7.831,      7538  
   866,   7.834,      8280  
   867,   7.837,      9169  
   868,   7.841,      9482  
   869,   7.844,      8065  
   870,   7.847,      9249  
   871,   7.850,      8431  
   872,   7.853,      9458  
   873,   7.856,      9747  
   874,   7.860,      8667  
   875,   7.863,      8173  
   876,   7.866,      8258  
   877,   7.869,     10176  
   878,   7.872,      8088  
   879,   7.875,      8856  
   880,   7.879,      8927  
   881,   7.882,      9661  
   882,   7.885,      8513  
   883,   7.888,      8724  
   884,   7.891,      8961  
   885,   7.895,      8726  
   886,   7.898,      8468  
   887,   7.901,      8140  
   888,   7.904,      8930  
   889,   7.907,      8420  
   890,   7.910,      9417  
   891,   7.914,      8101  
   892,   7.917,      7971  
   893,   7.920,      8002  
   894,   7.923,      8818  
   895,   7.926,      8078  
   896,   7.929,     10322  
   897,   7.933,      9750  
   898,   7.936,      8484  
   899,   7.939,      8362  
   900,   7.942,      9688  
   901,   7.945,      9008  
   902,   7.948,      8575  
   903,   7.952,      7908  
   904,   7.955,      8701  
   905,   7.958,      9305  
   906,   7.961,      7627  
   907,   7.964,      8750  
   908,   7.967,      8850  
   909,   7.971,      6963  
   910,   7.974,      9175  
   911,   7.977,      8474  
   912,   7.980,      9054  
   913,   7.983,      9503  
   914,   7.987,      8200  
   915,   7.990,      8213  
   916,   7.993,      8779  
   917,   7.996,      9501  
   918,   7.999,      8874  
   919,   8.002,      8250  
   920,   8.006,      9720  
   921,   8.009,      8851  
   922,   8.012,      8738  
   923,   8.015,      9545  
   924,   8.018,      8413  
   925,   8.021,      8650  
   926,   8.025,      8261  
   927,   8.028,      8733  
   928,   8.031,      9078  
   929,   8.034,      8256  
   930,   8.037,      9507  
   931,   8.040,      8434  
   932,   8.044,      8611  
   933,   8.047,      8650  
   934,   8.050,      8394  
   935,   8.053,      8964  
   936,   8.056,      8167  
   937,   8.059,      8145  
   938,   8.063,      7829  
   939,   8.066,      8173  
   940,   8.069,      8730  
   941,   8.072,      9135  
   942,   8.075,      8888  
   943,   8.079,      8930  
   944,   8.082,      8331  
   945,   8.085,      8314  
   946,   8.088,      9037  
   947,   8.091,      8026  
   948,   8.094,      8635  
   949,   8.098,      9652  
   950,   8.101,      8177  
   951,   8.104,      9706  
   952,   8.107,      8367  
   953,   8.110,      8371  
   954,   8.113,     10365  
   955,   8.117,      8684  
   956,   8.120,      8965  
   957,   8.123,      8651  
   958,   8.126,      9797  
   959,   8.129,      9425  
   960,   8.132,      8836  
   961,   8.136,      9129  
   962,   8.139,      8908  
   963,   8.142,      8863  
   964,   8.145,      8512  
   965,   8.148,      9313  
   966,   8.151,      8100  
   967,   8.155,      8898  
   968,   8.158,      8823  
   969,   8.161,      7651  
   970,   8.164,      9361  
   971,   8.167,      8805  
   972,   8.171,      9435  
   973,   8.174,      8450  
   974,   8.177,      8924  
   975,   8.180,      9124  
   976,   8.183,      7909  
   977,   8.186,      7837  
   978,   8.190,      9483  
   979,   8.193,      8698  
   980,   8.196,      8911  
   981,   8.199,      7953  
   982,   8.202,      8320  
   983,   8.205,      9407  
   984,   8.209,      7793  
   985,   8.212,      8954  
   986,   8.215,      8576  
   987,   8.218,      8732  
   988,   8.221,      8302  
   989,   8.224,      9487  
   990,   8.228,      8627  
   991,   8.231,      8214  
   992,   8.234,      8544  
   993,   8.237,      8836  
   994,   8.240,      8888  
   995,   8.243,      8793  
   996,   8.247,      9160  
   997,   8.250,      7866  
   998,   8.253,      7918  
   999,   8.256,      9210  
  1000,   8.259,      8715  
  1001,   8.263,      9514  
  1002,   8.266,      9398  
  1003,   8.269,      9999  
  1004,   8.272,      8715  
  1005,   8.275,      7957  
  1006,   8.278,      9421  
  1007,   8.282,      8849  
  1008,   8.285,      8954  
  1009,   8.288,      8617  
  1010,   8.291,      8935  
  1011,   8.294,      9122  
  1012,   8.297,      8268  
  1013,   8.301,     10324  
  1014,   8.304,      9054  
  1015,   8.307,      8899  
  1016,   8.310,      8950  
  1017,   8.313,      8373  
  1018,   8.316,      9722  
  1019,   8.320,      8425  
  1020,   8.323,      8258  
  1021,   8.326,      8025  
  1022,   8.329,      9197  
  1023,   8.332,      8019  
  1024,   8.335,      8010  
  1025,   8.339,      8658  
  1026,   8.342,      8623  
  1027,   8.345,      8118  
  1028,   8.348,      8118  
  1029,   8.351,      8409  
  1030,   8.355,      8373  
  1031,   8.358,      9816  
  1032,   8.361,      8353  
  1033,   8.364,      9911  
  1034,   8.367,      9483  
  1035,   8.370,      8785  
  1036,   8.374,      9269  
  1037,   8.377,      9182  
  1038,   8.380,      8793  
  1039,   8.383,      8246  
  1040,   8.386,      8236  
  1041,   8.389,      9006  
  1042,   8.393,      8344  
  1043,   8.396,      9600  
  1044,   8.399,      8801  
  1045,   8.402,      8937  
  1046,   8.405,      8882  
  1047,   8.408,      9723  
  1048,   8.412,      8033  
  1049,   8.415,      9437  
  1050,   8.418,      8832  
  1051,   8.421,      8281  
  1052,   8.424,      9888  
  1053,   8.428,      8820  
  1054,   8.431,      9126  
  1055,   8.434,      8389  
  1056,   8.437,      8585  
  1057,   8.440,      9786  
  1058,   8.443,      8415  
  1059,   8.447,      9279  
  1060,   8.450,      8459  
  1061,   8.453,      9219  
  1062,   8.456,      8017  
  1063,   8.459,      8292  
  1064,   8.462,      8385  
  1065,   8.466,      8683  
  1066,   8.469,      8070  
  1067,   8.472,      8954  
  1068,   8.475,      7867  
  1069,   8.478,      8093  
  1070,   8.481,      9223  
  1071,   8.485,      9667  
